date,ville,categorie,produit,quantite,montant
2024-10-07,En ligne,Mode,Baskets ville,3,1381.53
2024-10-07,Roubaix,Électroménager,Bouilloire,3,2178.12
2024-10-07,En ligne,Maison,Rideau occultant,3,303.63
2024-10-07,En ligne,Sport,Raquette tennis,5,3530.95
2024-10-08,Tourcoing,Bricolage,Échelle alu,2,709.34
2024-10-08,Lille,Mode,T-shirt coton,5,2523.35
2024-10-08,Dunkerque,Électroménager,Aspirateur,5,955.9
2024-10-08,Lille,Bricolage,Échelle alu,3,1064.01
2024-10-08,Lille,Électroménager,Cafetière,4,1568.96
2024-10-08,Lille,Sport,Chaussures running,3,1708.59
2024-10-08,Lille,Mode,Robe été,2,593.04
2024-10-08,En ligne,Maison,Canapé 3 places,1,221.61
2024-10-08,Amiens,Mode,Robe été,3,889.56
2024-10-08,Lille,Mode,Robe été,2,593.04
2024-10-08,Tourcoing,Électroménager,Robot cuiseur,4,799.9
2024-10-08,Roubaix,Maison,Étagère bois,3,838.77
2024-10-08,Lille,Sport,Raquette tennis,6,4237.14
2024-10-08,En ligne,Maison,Canapé 3 places,2,492.46
2024-10-08,Tourcoing,Électroménager,Bouilloire,6,4356.24
2024-10-09,Dunkerque,Électroménager,Cafetière,4,1568.96
2024-10-09,Roubaix,Maison,Set casseroles,3,2120.55
2024-10-09,Dunkerque,Mode,Robe été,1,296.52
2024-10-09,En ligne,Sport,Haltères 10kg,4,393.2
2024-10-09,Valenciennes,Bricolage,Échelle alu,3,1064.01
2024-10-09,Dunkerque,Sport,Ballon foot,1,100.1
2024-10-09,Tourcoing,Sport,Ballon foot,4,400.4
2024-10-09,Tourcoing,Sport,Tapis yoga,3,1975.08
2024-10-09,En ligne,Sport,Raquette tennis,3,2118.57
2024-10-09,Lille,Sport,Ballon foot,2,200.2
2024-10-09,Valenciennes,Maison,Set casseroles,1,671.51
2024-10-09,Dunkerque,Sport,Ballon foot,1,95.09
2024-10-09,Valenciennes,Mode,Pull laine,2,1680.53
2024-10-09,En ligne,Mode,Pull laine,5,4422.45
2024-10-09,Amiens,Bricolage,Peinture 5L,5,3045.0
2024-10-09,Lille,Mode,Pull laine,4,3537.96
2024-10-09,Valenciennes,Maison,Set casseroles,3,2120.55
2024-10-09,Amiens,Sport,Vélo VTT,4,2180.84
2024-10-09,En ligne,Mode,T-shirt coton,1,479.44
2024-10-09,Dunkerque,Bricolage,Tournevis set,2,1272.56
2024-10-10,Valenciennes,Bricolage,Boîte à outils,4,316.2
2024-10-10,Dunkerque,Sport,Tapis yoga,3,1975.08
2024-10-10,Lille,Mode,Jean homme,5,1361.35
2024-10-10,Valenciennes,Électroménager,Robot cuiseur,4,999.88
2024-10-10,Valenciennes,Sport,Vélo VTT,1,545.21
2024-10-10,En ligne,Maison,Rideau occultant,1,101.21
2024-10-10,Dunkerque,Bricolage,Échelle alu,4,1418.68
2024-10-10,Amiens,Mode,Jean homme,2,544.54
2024-10-10,Tourcoing,Maison,Canapé 3 places,4,984.92
2024-10-10,Dunkerque,Mode,Veste hiver,4,2623.96
2024-10-10,Tourcoing,Bricolage,Peinture 5L,2,1218.0
2024-10-10,Amiens,Électroménager,Cafetière,2,784.48
2024-10-10,Tourcoing,Sport,Tapis yoga,2,1316.72
2024-10-10,Amiens,Sport,Vélo VTT,2,1090.42
2024-10-10,Roubaix,Sport,Maillot bain,1,350.77
2024-10-10,Amiens,Mode,Pull laine,4,3537.96
2024-10-10,En ligne,Maison,Canapé 3 places,1,246.23
2024-10-10,Amiens,Électroménager,Micro-ondes,5,2265.8
2024-10-10,Amiens,Mode,Baskets ville,2,921.02
2024-10-10,Lille,Maison,Lampe LED,5,637.54
2024-10-10,Dunkerque,Mode,Veste hiver,4,2623.96
2024-10-10,Valenciennes,Électroménager,Aspirateur,4,764.72
2024-10-11,Lille,Mode,Baskets ville,3,1381.53
2024-10-11,Tourcoing,Mode,Baskets ville,2,921.02
2024-10-11,Roubaix,Mode,Jean homme,3,816.81
2024-10-11,Valenciennes,Mode,Jean homme,4,1089.08
2024-10-11,En ligne,Électroménager,Cafetière,2,784.48
2024-10-11,En ligne,Sport,Raquette tennis,4,2824.76
2024-10-11,Valenciennes,Maison,Étagère bois,3,796.83
2024-10-11,Lille,Bricolage,Perceuse,3,316.98
2024-10-11,Roubaix,Maison,Lampe LED,4,536.88
2024-10-11,Lille,Bricolage,Peinture 5L,3,1827.0
2024-10-11,Roubaix,Mode,Baskets ville,1,437.48
2024-10-12,Valenciennes,Électroménager,Réfrigérateur,1,387.37
2024-10-12,Amiens,Électroménager,Bouilloire,1,726.04
2024-10-12,Roubaix,Sport,Chaussures running,4,2278.12
2024-10-12,Valenciennes,Mode,Jean homme,3,816.81
2024-10-12,Lille,Sport,Maillot bain,1,350.77
2024-10-12,Lille,Mode,T-shirt coton,3,1514.01
2024-10-12,Valenciennes,Sport,Haltères 10kg,3,294.9
2024-10-12,Dunkerque,Sport,Chaussures running,2,1139.06
2024-10-12,Lille,Mode,Veste hiver,2,1311.98
2024-10-12,Roubaix,Maison,Set casseroles,1,636.17
2024-10-12,Lille,Électroménager,Aspirateur,2,363.24
2024-10-12,Roubaix,Sport,Ballon foot,5,500.5
2024-10-12,Lille,Électroménager,Cafetière,4,1568.96
2024-10-12,Roubaix,Mode,T-shirt coton,3,1362.61
2024-10-12,Lille,Maison,Lampe LED,2,268.44
2024-10-12,Tourcoing,Mode,Jean homme,2,544.54
2024-10-13,Valenciennes,Maison,Lampe LED,6,805.32
2024-10-13,Roubaix,Mode,Veste hiver,1,655.99
2024-10-13,Tourcoing,Électroménager,Aspirateur,3,573.54
2024-10-13,En ligne,Mode,T-shirt coton,4,2018.68
2024-10-13,En ligne,Maison,Set casseroles,2,1343.02
2024-10-13,Valenciennes,Mode,Veste hiver,2,1311.98
2024-10-13,Amiens,Bricolage,Tournevis set,3,1908.84
2024-10-13,Valenciennes,Électroménager,Aspirateur,2,382.36
2024-10-13,Lille,Sport,Raquette tennis,4,2683.52
2024-10-13,Roubaix,Sport,Tapis yoga,1,658.36
2024-10-13,Amiens,Bricolage,Perceuse,2,211.32
2024-10-13,Dunkerque,Sport,Chaussures running,4,2278.12
2024-10-13,Valenciennes,Sport,Raquette tennis,3,2118.57
2024-10-13,Roubaix,Bricolage,Échelle alu,3,851.21
2024-10-13,En ligne,Bricolage,Tournevis set,4,2545.12
2024-10-13,Dunkerque,Électroménager,Robot cuiseur,3,749.91
2024-10-14,En ligne,Mode,Jean homme,1,272.27
2024-10-14,Amiens,Maison,Canapé 3 places,3,738.69
2024-10-14,Lille,Électroménager,Micro-ondes,1,453.16
2024-10-14,Dunkerque,Électroménager,Cafetière,2,745.26
2024-10-14,Lille,Bricolage,Échelle alu,2,709.34
2024-10-14,Lille,Sport,Tapis yoga,2,1250.88
2024-10-15,Amiens,Maison,Canapé 3 places,4,984.92
2024-10-15,Valenciennes,Sport,Chaussures running,2,1025.15
2024-10-15,Tourcoing,Électroménager,Cafetière,1,392.24
2024-10-15,Lille,Électroménager,Cafetière,4,1568.96
2024-10-15,Dunkerque,Mode,Jean homme,1,258.66
2024-10-15,Roubaix,Bricolage,Échelle alu,2,709.34
2024-10-15,Roubaix,Sport,Tapis yoga,1,658.36
2024-10-15,En ligne,Électroménager,Cafetière,3,1176.72
2024-10-15,Roubaix,Sport,Raquette tennis,3,2118.57
2024-10-15,Tourcoing,Maison,Canapé 3 places,2,467.84
2024-10-15,Dunkerque,Bricolage,Boîte à outils,1,83.21
2024-10-15,Lille,Mode,Veste hiver,1,623.19
2024-10-15,Amiens,Maison,Set casseroles,1,706.85
2024-10-15,Amiens,Mode,Pull laine,1,884.49
2024-10-16,Tourcoing,Mode,Baskets ville,1,460.51
2024-10-16,Roubaix,Sport,Vélo VTT,4,1962.76
2024-10-16,Amiens,Mode,Robe été,4,1126.78
2024-10-16,En ligne,Mode,Robe été,2,563.39
2024-10-16,Dunkerque,Sport,Raquette tennis,4,2824.76
2024-10-16,Dunkerque,Sport,Maillot bain,2,701.54
2024-10-16,Valenciennes,Bricolage,Peinture 5L,2,1218.0
2024-10-16,Lille,Mode,Robe été,1,296.52
2024-10-16,Dunkerque,Bricolage,Perceuse,3,301.13
2024-10-16,En ligne,Sport,Maillot bain,3,1052.31
2024-10-16,Roubaix,Maison,Set casseroles,1,671.51
2024-10-16,Roubaix,Sport,Tapis yoga,1,658.36
2024-10-16,Tourcoing,Bricolage,Perceuse,2,211.32
2024-10-16,Lille,Mode,Veste hiver,3,1967.97
2024-10-16,Lille,Bricolage,Perceuse,2,211.32
2024-10-16,En ligne,Maison,Canapé 3 places,2,467.84
2024-10-17,Valenciennes,Sport,Maillot bain,3,1052.31
2024-10-17,Roubaix,Bricolage,Boîte à outils,3,237.15
2024-10-17,Lille,Bricolage,Peinture 5L,4,2314.2
2024-10-17,Roubaix,Sport,Raquette tennis,3,2118.57
2024-10-17,Valenciennes,Mode,Robe été,4,1126.78
2024-10-17,Amiens,Bricolage,Peinture 5L,2,1218.0
2024-10-17,Amiens,Sport,Chaussures running,2,1025.15
2024-10-17,Roubaix,Mode,Robe été,1,296.52
2024-10-17,Roubaix,Électroménager,Micro-ondes,5,2265.8
2024-10-17,Lille,Maison,Canapé 3 places,4,886.43
2024-10-17,Lille,Électroménager,Aspirateur,1,191.18
2024-10-17,En ligne,Électroménager,Micro-ondes,2,815.69
2024-10-17,Dunkerque,Maison,Rideau occultant,1,101.21
2024-10-17,En ligne,Sport,Raquette tennis,2,1341.76
2024-10-17,Dunkerque,Maison,Rideau occultant,3,303.63
2024-10-17,Amiens,Mode,Jean homme,3,816.81
2024-10-18,Lille,Électroménager,Aspirateur,5,955.9
2024-10-18,Lille,Mode,T-shirt coton,1,479.44
2024-10-18,Tourcoing,Maison,Rideau occultant,2,202.42
2024-10-18,En ligne,Maison,Rideau occultant,1,91.09
2024-10-18,Dunkerque,Maison,Étagère bois,3,838.77
2024-10-18,Lille,Bricolage,Échelle alu,1,336.94
2024-10-18,Amiens,Électroménager,Réfrigérateur,4,1549.48
2024-10-18,Amiens,Mode,Jean homme,1,272.27
2024-10-18,Roubaix,Maison,Canapé 3 places,3,738.69
2024-10-18,Roubaix,Électroménager,Cafetière,4,1568.96
2024-10-18,Tourcoing,Mode,Robe été,3,889.56
2024-10-18,Lille,Mode,T-shirt coton,4,2018.68
2024-10-18,Lille,Sport,Tapis yoga,1,658.36
2024-10-18,En ligne,Bricolage,Échelle alu,1,354.67
2024-10-18,Tourcoing,Sport,Vélo VTT,3,1635.63
2024-10-19,Lille,Électroménager,Cafetière,2,784.48
2024-10-19,Valenciennes,Électroménager,Cafetière,1,392.24
2024-10-19,Lille,Sport,Chaussures running,2,1139.06
2024-10-19,Roubaix,Maison,Canapé 3 places,5,1231.15
2024-10-19,En ligne,Mode,T-shirt coton,1,454.2
2024-10-19,Dunkerque,Bricolage,Boîte à outils,1,83.21
2024-10-19,Tourcoing,Sport,Maillot bain,4,1403.08
2024-10-19,Dunkerque,Bricolage,Perceuse,4,422.64
2024-10-19,Roubaix,Électroménager,Bouilloire,4,2904.16
2024-10-19,Lille,Sport,Ballon foot,2,200.2
2024-10-19,Roubaix,Électroménager,Bouilloire,1,726.04
2024-10-19,Dunkerque,Mode,Veste hiver,3,1869.57
2024-10-19,Dunkerque,Maison,Set casseroles,3,2120.55
2024-10-19,Lille,Mode,T-shirt coton,4,2018.68
2024-10-20,En ligne,Électroménager,Cafetière,2,627.58
2024-10-20,Tourcoing,Sport,Chaussures running,2,1139.06
2024-10-20,Amiens,Mode,Veste hiver,5,3279.95
2024-10-20,Roubaix,Bricolage,Tournevis set,1,604.47
2024-10-20,Dunkerque,Électroménager,Robot cuiseur,4,999.88
2024-10-20,En ligne,Électroménager,Réfrigérateur,1,309.9
2024-10-20,Lille,Électroménager,Micro-ondes,2,815.69
2024-10-20,En ligne,Électroménager,Micro-ondes,3,1359.48
2024-10-20,Amiens,Sport,Raquette tennis,3,2118.57
2024-10-20,Valenciennes,Mode,Pull laine,1,884.49
2024-10-20,Amiens,Maison,Set casseroles,5,3534.25
2024-10-20,Tourcoing,Maison,Canapé 3 places,5,1231.15
2024-10-20,Roubaix,Maison,Rideau occultant,3,303.63
2024-10-20,Tourcoing,Électroménager,Aspirateur,1,191.18
2024-10-20,Lille,Mode,Baskets ville,5,2302.55
2024-10-20,Lille,Électroménager,Robot cuiseur,4,999.88
2024-10-20,Valenciennes,Bricolage,Boîte à outils,4,332.84
2024-10-20,Tourcoing,Sport,Maillot bain,3,841.85
2024-10-20,Lille,Mode,T-shirt coton,3,1514.01
2024-10-21,En ligne,Mode,Veste hiver,2,1311.98
2024-10-21,Lille,Bricolage,Tournevis set,2,1272.56
2024-10-21,Tourcoing,Mode,Baskets ville,2,921.02
2024-10-21,Dunkerque,Sport,Tapis yoga,2,1316.72
2024-10-21,Lille,Électroménager,Cafetière,1,392.24
2024-10-21,Roubaix,Bricolage,Peinture 5L,3,1827.0
2024-10-21,Tourcoing,Maison,Set casseroles,3,2120.55
2024-10-21,En ligne,Électroménager,Aspirateur,3,573.54
2024-10-21,En ligne,Bricolage,Boîte à outils,2,166.42
2024-10-21,Roubaix,Électroménager,Micro-ondes,5,2039.22
2024-10-21,Valenciennes,Sport,Chaussures running,1,569.53
2024-10-21,Tourcoing,Bricolage,Échelle alu,1,354.67
2024-10-21,Amiens,Sport,Vélo VTT,2,981.38
2024-10-22,En ligne,Maison,Canapé 3 places,3,664.82
2024-10-22,Lille,Mode,Pull laine,5,4422.45
2024-10-22,Tourcoing,Électroménager,Aspirateur,3,573.54
2024-10-22,Dunkerque,Sport,Chaussures running,2,1025.15
2024-10-22,Valenciennes,Sport,Raquette tennis,3,2118.57
2024-10-22,Lille,Maison,Canapé 3 places,5,1231.15
2024-10-22,Valenciennes,Sport,Tapis yoga,1,658.36
2024-10-22,En ligne,Électroménager,Cafetière,5,1961.2
2024-10-22,En ligne,Bricolage,Boîte à outils,4,332.84
2024-10-23,En ligne,Mode,Jean homme,5,1361.35
2024-10-23,Roubaix,Sport,Haltères 10kg,4,373.54
2024-10-23,Tourcoing,Électroménager,Bouilloire,4,2904.16
2024-10-23,Roubaix,Électroménager,Aspirateur,1,172.06
2024-10-23,Lille,Mode,Pull laine,1,796.04
2024-10-23,En ligne,Mode,Jean homme,3,816.81
2024-10-23,Dunkerque,Électroménager,Cafetière,2,784.48
2024-10-23,En ligne,Maison,Lampe LED,1,134.22
2024-10-23,En ligne,Sport,Chaussures running,1,541.05
2024-10-23,Roubaix,Sport,Tapis yoga,4,2633.44
2024-10-23,Lille,Bricolage,Tournevis set,3,1908.84
2024-10-23,Lille,Bricolage,Échelle alu,4,1418.68
2024-10-23,Roubaix,Électroménager,Micro-ondes,3,1359.48
2024-10-23,En ligne,Mode,Veste hiver,1,590.39
2024-10-23,En ligne,Sport,Tapis yoga,3,1975.08
2024-10-24,Tourcoing,Mode,Pull laine,4,3361.06
2024-10-24,Roubaix,Maison,Set casseroles,4,2827.4
2024-10-24,Tourcoing,Mode,Pull laine,4,3537.96
2024-10-24,Dunkerque,Mode,Pull laine,1,884.49
2024-10-24,Amiens,Sport,Chaussures running,4,1822.5
2024-10-24,Lille,Mode,T-shirt coton,1,479.44
2024-10-24,Dunkerque,Électroménager,Aspirateur,3,544.86
2024-10-24,Lille,Maison,Set casseroles,4,2827.4
2024-10-24,Lille,Électroménager,Cafetière,2,784.48
2024-10-24,Lille,Maison,Set casseroles,5,3357.54
2024-10-24,Amiens,Mode,T-shirt coton,3,1514.01
2024-10-24,Roubaix,Maison,Canapé 3 places,4,984.92
2024-10-24,Roubaix,Maison,Lampe LED,4,536.88
2024-10-25,Amiens,Bricolage,Perceuse,2,211.32
2024-10-25,En ligne,Maison,Canapé 3 places,1,196.98
2024-10-25,Roubaix,Maison,Étagère bois,3,838.77
2024-10-25,Lille,Sport,Chaussures running,3,1708.59
2024-10-25,Tourcoing,Mode,Pull laine,3,2653.47
2024-10-25,Lille,Bricolage,Perceuse,3,316.98
2024-10-25,Dunkerque,Bricolage,Perceuse,4,422.64
2024-10-25,Roubaix,Mode,Robe été,1,296.52
2024-10-25,En ligne,Bricolage,Tournevis set,3,1527.07
2024-10-25,Roubaix,Sport,Maillot bain,4,1403.08
2024-10-25,Roubaix,Bricolage,Échelle alu,3,957.61
2024-10-25,Lille,Électroménager,Bouilloire,2,1452.08
2024-10-25,Roubaix,Maison,Set casseroles,3,1908.5
2024-10-25,Tourcoing,Électroménager,Bouilloire,4,2904.16
2024-10-25,Roubaix,Électroménager,Aspirateur,4,764.72
2024-10-25,Amiens,Sport,Vélo VTT,4,1962.76
2024-10-25,Dunkerque,Électroménager,Bouilloire,1,689.74
2024-10-25,Valenciennes,Mode,Jean homme,3,775.97
2024-10-25,Amiens,Sport,Haltères 10kg,3,294.9
2024-10-25,Lille,Bricolage,Échelle alu,4,1418.68
2024-10-26,Roubaix,Bricolage,Tournevis set,2,1145.3
2024-10-26,En ligne,Sport,Chaussures running,4,2278.12
2024-10-26,En ligne,Sport,Haltères 10kg,3,294.9
2024-10-26,Tourcoing,Électroménager,Micro-ondes,1,453.16
2024-10-26,Dunkerque,Bricolage,Boîte à outils,1,83.21
2024-10-26,Amiens,Mode,Baskets ville,1,460.51
2024-10-26,Tourcoing,Maison,Étagère bois,1,279.59
2024-10-26,Valenciennes,Mode,Veste hiver,1,655.99
2024-10-26,Lille,Sport,Raquette tennis,3,2118.57
2024-10-26,En ligne,Électroménager,Micro-ondes,1,453.16
2024-10-26,Dunkerque,Maison,Lampe LED,6,765.05
2024-10-26,Tourcoing,Maison,Set casseroles,1,706.85
2024-10-26,Dunkerque,Mode,T-shirt coton,2,1009.34
2024-10-26,En ligne,Bricolage,Échelle alu,2,709.34
2024-10-26,Lille,Bricolage,Tournevis set,3,1908.84
2024-10-26,Tourcoing,Électroménager,Aspirateur,2,382.36
2024-10-26,Lille,Électroménager,Robot cuiseur,2,499.94
2024-10-26,Dunkerque,Électroménager,Micro-ondes,3,1359.48
2024-10-26,Tourcoing,Maison,Set casseroles,5,3534.25
2024-10-26,Lille,Bricolage,Tournevis set,4,2545.12
2024-10-27,Dunkerque,Sport,Raquette tennis,3,2118.57
2024-10-27,Tourcoing,Mode,Robe été,4,948.86
2024-10-27,Tourcoing,Sport,Haltères 10kg,1,98.3
2024-10-27,Roubaix,Mode,T-shirt coton,1,504.67
2024-10-27,Amiens,Maison,Couette 220x240,3,672.27
2024-10-27,Roubaix,Maison,Rideau occultant,3,303.63
2024-10-27,Tourcoing,Électroménager,Micro-ondes,3,1359.48
2024-10-27,Amiens,Sport,Ballon foot,1,100.1
2024-10-27,En ligne,Mode,Veste hiver,1,623.19
2024-10-27,Lille,Mode,Veste hiver,2,1311.98
2024-10-27,En ligne,Maison,Rideau occultant,5,404.84
2024-10-27,Valenciennes,Mode,Jean homme,4,1089.08
2024-10-27,Roubaix,Électroménager,Micro-ondes,3,1359.48
2024-10-28,En ligne,Mode,Jean homme,1,272.27
2024-10-28,En ligne,Maison,Set casseroles,1,706.85
2024-10-28,Dunkerque,Sport,Vélo VTT,4,2180.84
2024-10-28,Amiens,Maison,Rideau occultant,2,202.42
2024-10-28,En ligne,Maison,Set casseroles,1,565.48
2024-10-28,Valenciennes,Sport,Raquette tennis,4,2824.76
2024-10-28,Tourcoing,Électroménager,Robot cuiseur,4,949.89
2024-10-28,Valenciennes,Bricolage,Boîte à outils,5,416.05
2024-10-28,Tourcoing,Électroménager,Aspirateur,5,955.9
2024-10-28,Valenciennes,Électroménager,Robot cuiseur,2,499.94
2024-10-28,Amiens,Électroménager,Réfrigérateur,1,387.37
2024-10-28,Tourcoing,Bricolage,Boîte à outils,1,83.21
2024-10-28,Dunkerque,Bricolage,Peinture 5L,1,578.55
2024-10-28,Roubaix,Sport,Raquette tennis,3,2118.57
2024-10-28,Valenciennes,Mode,Baskets ville,4,1842.04
2024-10-29,Roubaix,Maison,Étagère bois,2,559.18
2024-10-29,En ligne,Bricolage,Boîte à outils,1,83.21
2024-10-29,En ligne,Bricolage,Boîte à outils,3,249.63
2024-10-29,Tourcoing,Mode,T-shirt coton,5,2523.35
2024-10-29,Valenciennes,Électroménager,Cafetière,3,1176.72
2024-10-29,Tourcoing,Sport,Vélo VTT,1,545.21
2024-10-29,Dunkerque,Mode,T-shirt coton,1,504.67
2024-10-29,Valenciennes,Mode,Robe été,3,889.56
2024-10-29,En ligne,Électroménager,Bouilloire,3,2178.12
2024-10-29,En ligne,Sport,Raquette tennis,3,2118.57
2024-10-29,En ligne,Électroménager,Bouilloire,2,1452.08
2024-10-29,Roubaix,Mode,Robe été,3,889.56
2024-10-29,Lille,Sport,Tapis yoga,3,1975.08
2024-10-29,Tourcoing,Mode,T-shirt coton,4,1917.75
2024-10-29,Roubaix,Électroménager,Cafetière,3,1176.72
2024-10-29,Tourcoing,Électroménager,Robot cuiseur,4,999.88
2024-10-29,Dunkerque,Bricolage,Tournevis set,3,1908.84
2024-10-29,Roubaix,Maison,Rideau occultant,4,404.84
2024-10-29,Dunkerque,Mode,T-shirt coton,4,2018.68
2024-10-29,Lille,Maison,Étagère bois,1,279.59
2024-10-30,Roubaix,Électroménager,Robot cuiseur,2,474.94
2024-10-30,Tourcoing,Électroménager,Réfrigérateur,1,387.37
2024-10-30,Amiens,Mode,Jean homme,4,1089.08
2024-10-30,En ligne,Sport,Raquette tennis,3,2118.57
2024-10-30,En ligne,Sport,Chaussures running,1,569.53
2024-10-30,En ligne,Électroménager,Aspirateur,3,544.86
2024-10-30,Roubaix,Sport,Ballon foot,1,100.1
2024-10-30,Tourcoing,Bricolage,Perceuse,2,211.32
2024-10-30,Roubaix,Sport,Tapis yoga,2,1316.72
2024-10-30,Amiens,Maison,Set casseroles,3,2120.55
2024-10-30,Amiens,Mode,Veste hiver,3,1967.97
2024-10-30,Amiens,Mode,Pull laine,3,2653.47
2024-10-30,Roubaix,Sport,Tapis yoga,1,658.36
2024-10-30,Dunkerque,Maison,Couette 220x240,1,224.09
2024-10-30,Lille,Bricolage,Boîte à outils,2,166.42
2024-10-30,En ligne,Bricolage,Boîte à outils,5,416.05
2024-10-30,Lille,Électroménager,Micro-ondes,4,1812.64
2024-10-30,Lille,Mode,Robe été,2,593.04
2024-10-30,Valenciennes,Électroménager,Cafetière,4,1568.96
2024-10-30,Roubaix,Électroménager,Réfrigérateur,2,774.74
2024-10-30,Roubaix,Sport,Maillot bain,3,1052.31
2024-10-30,Valenciennes,Mode,Veste hiver,6,3935.94
2024-10-30,Roubaix,Sport,Haltères 10kg,1,93.38
2024-10-31,Dunkerque,Maison,Couette 220x240,2,448.18
2024-10-31,Roubaix,Maison,Canapé 3 places,2,492.46
2024-10-31,Amiens,Maison,Étagère bois,2,559.18
2024-10-31,Amiens,Sport,Raquette tennis,3,2118.57
2024-10-31,Lille,Sport,Maillot bain,3,1052.31
2024-10-31,Roubaix,Bricolage,Boîte à outils,4,316.2
2024-10-31,Lille,Électroménager,Robot cuiseur,2,499.94
2024-10-31,Roubaix,Maison,Couette 220x240,5,1120.45
2024-10-31,Amiens,Sport,Haltères 10kg,3,294.9
2024-10-31,Roubaix,Sport,Ballon foot,1,100.1
2024-10-31,Tourcoing,Mode,Pull laine,2,1768.98
2024-11-01,Amiens,Bricolage,Échelle alu,2,709.34
2024-11-01,Valenciennes,Mode,Jean homme,1,258.66
2024-11-01,Roubaix,Sport,Vélo VTT,2,872.34
2024-11-01,Lille,Sport,Maillot bain,4,1403.08
2024-11-01,Lille,Sport,Raquette tennis,2,1412.38
2024-11-01,Amiens,Sport,Tapis yoga,2,1053.38
2024-11-01,Valenciennes,Sport,Vélo VTT,3,1553.85
2024-11-01,Amiens,Mode,Pull laine,3,2520.8
2024-11-01,Tourcoing,Sport,Vélo VTT,1,545.21
2024-11-01,Tourcoing,Maison,Rideau occultant,2,202.42
2024-11-01,Amiens,Électroménager,Réfrigérateur,3,1162.11
2024-11-01,Tourcoing,Électroménager,Micro-ondes,2,906.32
2024-11-01,Dunkerque,Bricolage,Boîte à outils,2,166.42
2024-11-01,En ligne,Bricolage,Tournevis set,1,636.28
2024-11-01,Lille,Mode,Robe été,2,593.04
2024-11-01,Lille,Électroménager,Robot cuiseur,1,237.47
2024-11-01,Valenciennes,Mode,Baskets ville,2,874.97
2024-11-01,Dunkerque,Maison,Lampe LED,2,268.44
2024-11-01,En ligne,Mode,Baskets ville,3,1381.53
2024-11-01,Dunkerque,Sport,Maillot bain,3,1052.31
2024-11-01,En ligne,Sport,Tapis yoga,1,658.36
2024-11-02,Dunkerque,Électroménager,Réfrigérateur,3,929.69
2024-11-02,Roubaix,Électroménager,Robot cuiseur,4,999.88
2024-11-02,Dunkerque,Bricolage,Peinture 5L,1,578.55
2024-11-02,Dunkerque,Bricolage,Tournevis set,2,1272.56
2024-11-02,Roubaix,Bricolage,Échelle alu,1,354.67
2024-11-02,Roubaix,Maison,Set casseroles,2,1413.7
2024-11-02,Valenciennes,Sport,Raquette tennis,4,2824.76
2024-11-02,Valenciennes,Électroménager,Bouilloire,2,1452.08
2024-11-02,Dunkerque,Sport,Vélo VTT,1,545.21
2024-11-02,Roubaix,Mode,Baskets ville,3,1381.53
2024-11-02,Tourcoing,Électroménager,Bouilloire,1,726.04
2024-11-02,Tourcoing,Mode,Baskets ville,3,1381.53
2024-11-02,Roubaix,Mode,Jean homme,2,544.54
2024-11-02,Amiens,Sport,Tapis yoga,2,1316.72
2024-11-03,Dunkerque,Bricolage,Perceuse,2,211.32
2024-11-03,En ligne,Électroménager,Bouilloire,2,1306.87
2024-11-03,Dunkerque,Sport,Maillot bain,2,701.54
2024-11-03,Lille,Mode,Jean homme,3,816.81
2024-11-03,Amiens,Bricolage,Échelle alu,4,1418.68
2024-11-03,En ligne,Maison,Set casseroles,3,2120.55
2024-11-03,Roubaix,Sport,Ballon foot,2,200.2
2024-11-03,En ligne,Sport,Tapis yoga,1,658.36
2024-11-03,En ligne,Sport,Ballon foot,2,200.2
2024-11-03,Amiens,Sport,Raquette tennis,1,670.88
2024-11-03,Dunkerque,Maison,Set casseroles,1,706.85
2024-11-03,Valenciennes,Mode,Robe été,4,1186.08
2024-11-03,Valenciennes,Sport,Ballon foot,3,300.3
2024-11-03,Tourcoing,Électroménager,Robot cuiseur,1,199.98
2024-11-03,Roubaix,Bricolage,Peinture 5L,1,609.0
2024-11-04,Valenciennes,Sport,Vélo VTT,3,1635.63
2024-11-04,Dunkerque,Maison,Étagère bois,3,796.83
2024-11-04,Dunkerque,Électroménager,Réfrigérateur,1,348.63
2024-11-04,Roubaix,Sport,Chaussures running,3,1708.59
2024-11-04,Tourcoing,Maison,Set casseroles,4,2686.03
2024-11-04,Lille,Maison,Lampe LED,1,134.22
2024-11-04,Valenciennes,Maison,Couette 220x240,2,425.77
2024-11-04,En ligne,Mode,Robe été,3,889.56
2024-11-04,Amiens,Sport,Chaussures running,1,569.53
2024-11-04,Roubaix,Sport,Raquette tennis,3,2118.57
2024-11-04,Dunkerque,Sport,Tapis yoga,5,3291.8
2024-11-04,Roubaix,Sport,Ballon foot,3,285.28
2024-11-04,Lille,Maison,Couette 220x240,1,224.09
2024-11-04,Amiens,Sport,Haltères 10kg,1,98.3
2024-11-04,Lille,Mode,Pull laine,3,2653.47
2024-11-04,Amiens,Électroménager,Réfrigérateur,2,774.74
2024-11-04,Lille,Électroménager,Robot cuiseur,1,237.47
2024-11-04,Lille,Bricolage,Échelle alu,2,709.34
2024-11-04,Amiens,Maison,Canapé 3 places,2,492.46
2024-11-04,Lille,Mode,Pull laine,4,3184.16
2024-11-04,Tourcoing,Électroménager,Bouilloire,4,2758.95
2024-11-04,En ligne,Mode,Jean homme,1,272.27
