id,raison_sociale,pays_declare,numero_tva,date_saisie,source_saisie
7261,Lumen Consulting SARL,DK,dk82581529,2025-02-08,portail_client
7262,Verso Foods SAS,BE,BE182029H310,2024-06-07,import_fournisseur
7263,Hanse Industries Oy,ZZ,ZZ9878076600,2025-07-29,reprise_erp
7264,Ardent Industries Oy,PL,PL9301465721,2024-07-31,crm
7265,Lusitania Services NV,FR,FR.34405941483,2024-02-06,reprise_erp
7266,Batavia Foods SARL,FI,FI3434077,2024-10-23,portail_client
7267,Baltic Trading A/S,ZZ,ZZ320580386B29,2024-06-19,crm
7268,Global Materials SARL,FI,FI.62317011,2025-03-07,portail_client
7269,Nord Foods Sp. z o.o.,ZZ,ZZ0921369148,2025-03-13,crm
7270,Batavia Distribution BV,IT,IT82100296811,2024-06-26,portail_client
7271,Atlantic Trading Oy,BE,BE0550358204,2025-09-22,portail_client
7272,Baltic Transports SAS,DK,  DK71846512 ,2024-01-05,crm
7273,Corvus Industries SAS,FI,FI262871189,2024-03-26,crm
7274,Fabrica Trading NV,BE,BE 1163 339806,2024-12-07,import_fournisseur
7275,Prima Technologies Oy,BE,null,2024-11-17,portail_client
7276,Lumen Trading Sp. z o.o.,FI,fi65202500,2025-02-22,portail_client
7277,Ardent Transports Lda,LU,LU36462682,2024-02-04,portail_client
7278,Delta Foods Lda,IT,IT73467297405,2024-08-12,crm
7279,Global Foods SpA,LU,LU80060348,2024-05-27,crm
7280,Kappa Materials BV,NL,NL 4003 48445B13,2024-01-16,portail_client
7281,Papyrus Materials SAS,SE,SE312482794401,2025-02-10,reprise_erp
7282,Delta Transports SARL,NL,NL811664946B10,2025-03-07,portail_client
7283,Baltic Services Oy,NL,NL6003866M2B43,2024-02-23,import_fournisseur
7284,Kappa Distribution NV,IT,IT81708076559,2025-09-20,portail_client
7285,Alpine Industries GmbH,DK,DK25947973,2024-12-23,import_fournisseur
7286,Cobalt Technologies SpA,PT,PT262036002,2025-04-12,crm
7287,Kappa Trading AB,NL,307885021B85,2025-05-14,import_fournisseur
7288,Lusitania Foods SpA,FR,FR81237226618,2025-05-29,crm
7289,Azur Technologies SAS,BE,BE0435948583,2025-06-14,portail_client
7290,Kappa Materials BV,PL,PL190642001,2025-08-06,reprise_erp
7291,Alpine Logistics SpA,PT,PT3083K5480,2024-06-20,saisie_manuelle
7292,Ardent Services GmbH,FR,FR41645899954,2024-02-25,portail_client
7293,Verso Technologies SA,PT,PT998750280,2024-01-28,reprise_erp
7294,Lumen Foods BV,FI,FI94266327,2024-05-12,saisie_manuelle
7295,Hanse Technologies SA,DK,DK.99265183,2024-10-26,portail_client
7296,Fabrica Services SAS,PL,PL3762112414,2024-02-29,import_fournisseur
7297,Lusitania Services Sp. z o.o.,BE,BE0463331871,2024-07-14,reprise_erp
7298,Baltic Trading SARL,BE,0915564588,2025-04-04,crm
7299,Batavia Materials SpA,GB,GB1504103081,2024-05-26,portail_client
7300,Lusitania Materials NV,NL,NL268085080B87,2025-05-28,portail_client
7301,Ardent Trading GmbH,SE,SE620974295201,2024-01-29,reprise_erp
7302,Granit Logistics Oy,FR,FR02788603667,2024-03-06,reprise_erp
7303,Metallo Distribution Oy,SE,603298667801,2025-08-09,saisie_manuelle
7304,Kappa Logistics BV,IT,it30142466942,2024-08-05,import_fournisseur
7305,Solaris Foods Sp. z o.o.,NL,NL.536692257B71,2024-03-09,crm
7306,Ardent Consulting NV,FR,FR31342302498,2024-06-29,portail_client
7307,Meridian Distribution NV,PT,PT3997354K8,2024-08-03,saisie_manuelle
7308,Granit Services Oy,IT,IT92749066624,2024-04-24,import_fournisseur
7309,Papyrus Distribution SpA,DK,DK91124475,2024-01-11,crm
7310,Textil Services Oy,FR,FR10176441027,2025-05-10,crm
7311,Lusitania Consulting Oy,BE,BE1753447620,2024-07-21,saisie_manuelle
7312,Prima Foods SARL,PT,PT226550427,2025-02-19,import_fournisseur
7313,Lusitania Materials Lda,IT,63545680694,2025-07-26,saisie_manuelle
7314,Nord Transports Sp. z o.o.,PT,PT471768693,2024-01-01,crm
7315,Prima Consulting BV,DK,DK 0697 1903,2024-08-13,crm
7316,Prima Technologies GmbH,SE,null,2025-09-30,saisie_manuelle
7317,Azur Distribution AB,NL,NL-532065025B48,2024-07-04,import_fournisseur
7318,Delta Distribution Sp. z o.o.,LU,LU1982484,2025-08-12,crm
7319,Lumen Services SARL,PL,PL4080133980,2024-12-13,reprise_erp
7320,Cobalt Foods SpA,SE,SE864727769101,2025-04-30,portail_client
7321,Textil Technologies NV,PL,PL7079562978,2024-08-31,saisie_manuelle
7322,Textil Consulting Lda,SE,SE207357193301,2024-07-25,reprise_erp
7323,Granit Foods BV,IT,IT23388191175,2025-08-15,reprise_erp
7324,Atlantic Technologies Sp. z o.o.,SE,SE.818266035001,2025-03-15,crm
7325,Papyrus Industries SAS,IT,IT.97185616329,2024-09-21,saisie_manuelle
7326,Hanse Logistics GmbH,BE,BE16890977211,2024-03-30,crm
7327,Fabrica Foods SARL,SE,SE 4546 39905801,2025-05-07,saisie_manuelle
7328,Metallo Consulting NV,FR,FR72263054029,2025-04-09,import_fournisseur
7329,Meridian Trading SAS,PT,PT-177916915,2025-03-29,portail_client
7330,Verso Services SAS,NL,NL657176618B518,2024-04-20,crm
7331,Azur Distribution AB,IT,IT.93080705804,2024-06-22,crm
7332,Kappa Distribution Oy,PT,PT861890412,2024-01-19,crm
7333,Cobalt Consulting BV,SE,SE758240675201,2025-05-07,saisie_manuelle
7334,Batavia Consulting SAS,FR,FR69625162594,2025-06-22,reprise_erp
7335,Prima Materials BV,SE,SE088468124501,2025-04-30,portail_client
7336,Textil Materials SARL,PT,PT 1285 78572,2025-01-02,saisie_manuelle
7337,Baltic Transports SARL,FR,FR25179145156,2024-10-15,crm
7338,Meridian Materials GmbH,DK,71735788,2024-10-06,import_fournisseur
7339,Atlantic Industries BV,BE,BE0331926978,2024-09-15,portail_client
7340,Metallo Distribution SARL,FI,fi85346595,2025-09-19,saisie_manuelle
7341,Prima Foods Lda,SE,SE483763406401,2024-04-23,portail_client
7342,Azur Consulting SAS,FI,FI6564421,2025-03-07,portail_client
7343,Batavia Materials GmbH,FI,FI.28619411,2024-08-12,import_fournisseur
7344,Verso Consulting Oy,SE,SE015603744201,2024-03-02,import_fournisseur
7345,Azur Trading SpA,FI,fi39200587,2025-03-11,saisie_manuelle
7346,Nord Technologies Lda,NL,NL546812545B41,2024-09-29,portail_client
7347,Textil Transports A/S,IT,IT89972942778,2024-01-13,crm
7348,Kappa Technologies NV,NL,NL178899574B37,2024-10-07,crm
7349,Batavia Consulting Lda,DK,DK16459062,2025-04-28,import_fournisseur
7350,Vertex Materials SARL,PL,pl7972878260,2025-08-18,crm
7351,Solaris Consulting A/S,BE,BE.1255566020,2025-04-27,saisie_manuelle
7352,Alpine Trading AB,NL,016884668B88,2024-03-17,reprise_erp
7353,Vela Trading SA,BE,BE0565848196,2025-08-01,crm
7354,Kappa Trading Oy,LU,LU289091195,2024-05-19,saisie_manuelle
7355,Metallo Materials SARL,BE,BE0884824102,2025-04-29,reprise_erp
7356,Textil Distribution Lda,BE,0702885556,2024-08-14,reprise_erp
7357,Global Logistics SAS,BE,BE0497733427,2024-01-01,saisie_manuelle
7358,Prima Trading Sp. z o.o.,SE,SE245069045401,2025-01-05,reprise_erp
7359,Meridian Foods Lda,PL,PL9767905565,2025-03-27,saisie_manuelle
7360,Granit Services Lda,PL,PL2679876522,2025-09-24,crm
7361,Ardent Distribution SARL,IT,IT37024303515,2024-04-20,reprise_erp
7362,Vela Technologies Lda,FR,FR22130280865,2024-08-05,crm
7363,Delta Transports Lda,LU,LU35156010,2024-05-05,crm
7364,Lusitania Technologies SAS,BE,BE1813334628,2025-09-06,saisie_manuelle
7365,Global Foods SAS,DK,  DK38550586 ,2024-01-14,crm
7366,Meridian Consulting NV,PL,PL1171305698,2025-08-05,import_fournisseur
7367,Batavia Logistics GmbH,FR,FR38587567647,2025-09-04,saisie_manuelle
7368,Delta Materials Lda,BE,BE 1115 416361,2025-06-16,portail_client
7369,Papyrus Industries SpA,PT,PT688143903,2024-08-15,import_fournisseur
7370,Solaris Consulting NV,UK,UK9823755464,2024-06-21,crm
7371,Kappa Logistics BV,BE,BE1627823817,2024-11-25,reprise_erp
7372,Papyrus Transports SARL,BE,BE0633072973,2024-07-20,saisie_manuelle
7373,Lusitania Foods SARL,PL,PL99179538510,2024-06-12,reprise_erp
7374,Papyrus Services SAS,IT,it72561605667,2024-06-16,saisie_manuelle
7375,Lumen Foods AB,NL,NL-499819652B92,2024-12-06,crm
7376,Atlantic Materials NV,SE,SE865905084601,2024-12-23,saisie_manuelle
7377,Meridian Trading Lda,NL,NL923179021B97,2024-12-22,portail_client
7378,Granit Logistics GmbH,NL,NL712165460B86,2025-02-19,reprise_erp
7379,Kappa Industries Sp. z o.o.,PL,PL3127811220,2024-10-27,import_fournisseur
7380,Papyrus Technologies A/S,FI,FI69G27888,2024-12-03,crm
7381,Vela Foods AB,IT,IT5J617198510,2024-05-06,import_fournisseur
7382,Alpine Distribution SARL,LU,LU36968770,2025-06-14,portail_client
7383,Batavia Services SA,PT,PT-100405711,2024-12-18,portail_client
7384,Alpine Consulting NV,NL,NL451116616B80,2024-03-11,reprise_erp
7385,Global Distribution Oy,PT,PT-797150048,2024-04-19,crm
7386,Delta Materials Lda,BE,BE112375885,2025-06-07,reprise_erp
7387,Corvus Transports NV,FR,FR82H42766562,2025-07-26,import_fournisseur
7388,Alpine Transports A/S,PL,PL2462603947,2025-08-05,portail_client
7389,Delta Industries GmbH,NL,36.2793827B08,2025-07-02,import_fournisseur
7390,Azur Services SA,BE,BE.1426876730,2025-09-27,saisie_manuelle
7391,Vela Distribution SAS,PT,375179380,2025-01-08,reprise_erp
7392,Verso Materials SpA,PT,PT-783338732,2024-05-03,crm
7393,Papyrus Materials AB,DK,DK52732386,2025-08-04,crm
7394,Meridian Consulting Lda,IT,IT47563846253,2024-12-02,saisie_manuelle
7395,Alpine Transports GmbH,LU,LU84999040,2024-10-28,reprise_erp
7396,Textil Consulting AB,LU,lu70429841,2024-03-01,import_fournisseur
7397,Granit Foods Lda,PT,PT594582687,2025-03-08,reprise_erp
7398,Cobalt Foods BV,BE,BE1400827973,2024-10-11,import_fournisseur
7399,Global Services GmbH,BE,BE0675387640,2024-05-25,import_fournisseur
7400,Hanse Technologies GmbH,SE,SE189571183401,2024-12-25,reprise_erp
7401,Solaris Foods GmbH,IT,IT72235082541,2024-05-02,portail_client
7402,Global Logistics BV,ZZ,ZZ32402060,2025-06-26,reprise_erp
7403,Nord Trading GmbH,UK,UK060386738301,2024-11-28,portail_client
7404,Granit Industries Oy,PT,PT354111914,2024-09-23,portail_client
7405,Delta Trading Oy,FR,FR60801776699,2025-03-10,reprise_erp
7406,Metallo Services NV,PL,8487556732,2024-11-27,saisie_manuelle
7407,Solaris Technologies GmbH,NL,NL175808899B09,2025-07-20,import_fournisseur
7408,Kappa Transports SA,LU,LU33569071,2025-07-01,portail_client
7409,Metallo Industries AB,PT,PT225716933,2024-11-29,crm
7410,Cobalt Foods GmbH,NL,NL8859369G2B71,2024-05-12,crm
7411,Delta Transports NV,FR,FR77992628424,2025-07-04,portail_client
7412,Corvus Transports Lda,DK,DK-17404547,2024-06-24,crm
7413,Granit Technologies SAS,PL,PL1150652207,2024-11-02,crm
7414,Orion Transports NV,IT,IT.22581613001,2025-09-07,crm
7415,Meridian Foods Lda,SE,SE1842274779018,2024-04-13,crm
7416,Hanse Foods Oy,LU,N/A,2024-11-25,import_fournisseur
7417,Orion Industries Sp. z o.o.,IT,IT08455166275,2024-08-20,crm
7418,Textil Industries SpA,IT,IT44747795936,2025-06-21,saisie_manuelle
7419,Global Foods SAS,LU,LU 1847 0631,2025-02-23,reprise_erp
7420,Vela Technologies NV,DK,DK79719406,2025-04-07,portail_client
7421,Global Technologies NV,FI,FI50560186,2024-04-11,portail_client
7422,Cobalt Transports SA,LU,94807547,2024-12-02,portail_client
7423,Nord Distribution BV,FI,FI37224470,2024-07-19,reprise_erp
7424,Nord Technologies A/S,DK,DK 6386 7608,2024-07-28,reprise_erp
7425,Azur Foods AB,DK,DK03665216,2024-09-10,saisie_manuelle
7426,Azur Foods SA,BE,BE1672942865,2024-11-11,import_fournisseur
7427,Baltic Materials SAS,FI,FI21564518,2024-02-02,reprise_erp
7428,Granit Logistics BV,NL,NL810191519B64,2024-07-16,crm
7429,Kappa Technologies SARL,PT,PT 3971 95060,2024-04-21,crm
7430,Textil Industries Sp. z o.o.,PT,PT691883793,2025-02-14,portail_client
7431,Batavia Transports AB,PL,6569937617,2024-07-17,reprise_erp
7432,Corvus Trading SpA,FI,FI368413972,2025-04-20,reprise_erp
7433,Verso Materials BV,BE,BE1190667476,2024-09-28,saisie_manuelle
7434,Verso Foods GmbH,FR, ,2024-04-12,crm
7435,Global Transports SARL,FR,FR 9355 1916253,2024-10-25,crm
7436,Papyrus Services BV,SE,SE196050755401,2025-01-22,crm
7437,Metallo Transports Oy,LU,LU20757527,2025-01-23,reprise_erp
7438,Ardent Foods Sp. z o.o.,GB,GB16317539,2024-05-11,crm
7439,Baltic Distribution Lda,LU,LU62334982,2025-04-28,crm
7440,Fabrica Trading Sp. z o.o.,PT,PT907749384,2025-08-25,portail_client
7441,Global Distribution GmbH,BE,BE0779157547,2024-04-01,portail_client
7442,Ardent Consulting SA,FI,FI64762785,2024-06-10,portail_client
7443,Atlantic Trading SpA,IT,11675894312,2025-05-20,saisie_manuelle
7444,Solaris Technologies NV,BE,BE1927329721,2025-08-26,reprise_erp
7445,Nord Distribution Lda,FI,FI0577054,2024-07-06,saisie_manuelle
7446,Papyrus Logistics SpA,PT,PT113627718,2025-04-14,crm
7447,Baltic Services GmbH,FI,FI 5278 5153,2024-09-28,crm
7448,Global Distribution SpA,PL,  PL2279465711 ,2025-08-08,portail_client
7449,Hanse Services SA,PL,pl6654206516,2024-09-11,reprise_erp
7450,Lumen Materials SARL,FI,FI 9689 9929,2024-03-29,reprise_erp
7451,Verso Materials SA,BE,BE0285529990,2025-08-28,import_fournisseur
7452,Textil Materials Sp. z o.o.,PT,PT80485437,2025-09-02,saisie_manuelle
7453,Alpine Industries GmbH,NL,NL609328219B77,2024-12-13,portail_client
7454,Delta Consulting SARL,LU,LU47013638,2024-06-26,crm
7455,Cobalt Logistics Lda,IT,IT59993176037,2024-04-16,crm
7456,Corvus Distribution AB,NL,NL.090014467B74,2024-05-13,crm
7457,Corvus Consulting SpA,FR,  FR90609549772 ,2024-02-03,saisie_manuelle
7458,Delta Technologies BV,SE,SE 3402 77131901,2024-04-11,saisie_manuelle
7459,Azur Transports SARL,SE,SE522079411601,2024-05-04,portail_client
7460,Ardent Distribution Oy,SE,SE158638796001,2025-07-29,saisie_manuelle
7461,Meridian Industries Sp. z o.o.,BE,BE 1365 280740,2025-02-15,portail_client
7462,Atlantic Materials SAS,BE,BE15479654916,2024-09-11,reprise_erp
7463,Lusitania Materials SA,PL,PL7207785309,2024-11-27,portail_client
7464,Lusitania Materials SA,FR,01749637692,2024-03-11,portail_client
7465,Baltic Trading Oy,SE,se104836398801,2024-07-06,reprise_erp
7466,Fabrica Technologies GmbH,SE,SE648452019601,2025-06-19,import_fournisseur
7467,Hanse Materials AB,FI,FI74599498,2024-06-08,import_fournisseur
7468,Meridian Consulting SA,LU,LU78018330,2025-03-12,reprise_erp
7469,Fabrica Foods SAS,IT,IT04717669180,2025-03-29,crm
7470,Alpine Foods Sp. z o.o.,SE,SE-464624152301,2024-11-27,saisie_manuelle
7471,Corvus Consulting SA,BE,1430928162,2025-05-11,crm
7472,Papyrus Foods A/S,PL,PL5002961807,2025-08-17,saisie_manuelle
7473,Orion Foods SA,NL,NL954036293B9,2024-01-28,import_fournisseur
7474,Lusitania Industries BV,FI,FI38392855,2024-01-24,portail_client
7475,Batavia Technologies A/S,FR,FR945M6213148,2025-09-27,saisie_manuelle
7476,Fabrica Logistics Oy,FR,FR 5962 5038172,2024-11-07,import_fournisseur
7477,Global Technologies AB,LU,LU52451336,2024-04-23,reprise_erp
7478,Verso Consulting AB,PL,PL7270626807,2025-06-07,crm
7479,Prima Technologies SpA,NL,NL975590716B19,2024-05-16,saisie_manuelle
7480,Corvus Foods NV,BE,BE0O44591992,2024-12-22,crm
7481,Azur Logistics AB,FR,FR-53209351751,2024-07-13,portail_client
7482,Fabrica Services BV,BE,0211236108,2024-09-24,portail_client
7483,Solaris Technologies A/S,DK,DK84573194,2024-07-15,import_fournisseur
7484,Verso Services Sp. z o.o.,FR,FR85254997472,2024-06-05,reprise_erp
7485,Azur Transports SpA,IT,IT86472224483,2024-07-20,crm
7486,Vela Foods AB,FR,  FR25941805661 ,2024-10-23,portail_client
7487,Ardent Foods BV,PL,PL4021146892,2025-05-19,import_fournisseur
7488,Lumen Transports GmbH,NL,NL64631H683B34,2024-11-14,portail_client
7489,Global Consulting Sp. z o.o.,FI,FI21256566,2024-05-17,saisie_manuelle
7490,Vela Services SA,FI,FI32659010,2025-07-13,crm
7491,Verso Consulting SAS,FR,N/A,2025-03-16,saisie_manuelle
7492,Papyrus Trading SpA,LU,LU-27934159,2024-06-24,crm
7493,Azur Technologies AB,LU,LU500983H2,2025-02-27,saisie_manuelle
7494,Atlantic Industries NV,LU,LU54724472,2024-08-16,import_fournisseur
7495,Alpine Services A/S,FI,FI083705912,2024-05-06,crm
7496,Granit Technologies BV,SE,SE-088516718901,2024-06-24,crm
7497,Prima Trading Oy,IT,IT54902317095,2024-09-10,crm
7498,Fabrica Materials GmbH,FR,FR60832898955,2024-09-10,portail_client
7499,Global Foods NV,IT,IT5221J195614,2024-05-20,import_fournisseur
7500,Meridian Industries AB,BE,BE1305144007,2024-11-04,portail_client
7501,Corvus Trading SA,PL,  PL9839841746 ,2024-04-04,crm
7502,Vertex Logistics AB,PT,PT533584020,2025-02-19,import_fournisseur
7503,Corvus Industries AB,PT,PT745548229,2024-05-10,import_fournisseur
7504,Metallo Services Oy,LU,LU368303216,2025-07-25,import_fournisseur
7505,Textil Logistics SA,BE,BE0685445642,2025-08-02,import_fournisseur
7506,Corvus Materials AB,DK,DK79614068,2025-07-06,portail_client
7507,Vela Materials Sp. z o.o.,NL,NL344551301B41,2024-10-13,import_fournisseur
7508,Lusitania Trading GmbH,FI,FI74643543,2024-10-10,reprise_erp
7509,Baltic Consulting SA,NL,NL-853760470B49,2024-04-03,portail_client
7510,Textil Transports GmbH,FI,FI19121806,2025-03-09,reprise_erp
7511,Lusitania Logistics AB,IT,IT-29475292198,2024-03-15,portail_client
7512,Ardent Foods A/S,IT,IT 4383 5792961,2024-06-25,import_fournisseur
7513,Azur Services SpA,DK,  DK66763803 ,2024-07-23,import_fournisseur
7514,Cobalt Materials BV,PL,8641163734,2025-04-13,saisie_manuelle
7515,Lumen Materials NV,FR,fr61846311016,2025-03-19,reprise_erp
7516,Granit Technologies Sp. z o.o.,FR,  FR78400969795 ,2025-08-31,crm
7517,Cobalt Transports SARL,UK,UK98260609932,2024-08-24,saisie_manuelle
7518,Cobalt Materials NV,PL,PL4296798907,2024-11-06,reprise_erp
7519,Vertex Transports Sp. z o.o.,FR,FR51885747268,2024-12-07,portail_client
7520,Baltic Materials BV,NL,nl970280932b14,2024-01-01,portail_client
7521,Baltic Services SA,PT,PT.468948511,2025-06-11,reprise_erp
7522,Corvus Foods SAS,PL,PL7770034016,2024-06-28,portail_client
7523,Delta Transports NV,NL,NL510648916B97,2024-12-20,saisie_manuelle
7524,Vertex Transports Lda,FI,FIJ8844231,2025-09-08,reprise_erp
7525,Delta Trading Sp. z o.o.,LU,LU87011652,2024-10-30,portail_client
7526,Metallo Materials Oy,PL,PL2924764449,2025-02-04,portail_client
7527,Granit Trading BV,FR,FR-43826875605,2024-11-25,saisie_manuelle
7528,Ardent Consulting A/S,SE,SE705909023801,2024-08-20,portail_client
7529,Cobalt Technologies NV,NL,NL099407987B32,2024-12-16,crm
7530,Hanse Foods SARL,PT,PT216235073,2025-04-16,reprise_erp
7531,Vela Industries BV,FR,FR81823017475,2025-01-17,saisie_manuelle
7532,Ardent Transports SAS,PT,  PT219744378 ,2024-11-14,import_fournisseur
7533,Metallo Industries Sp. z o.o.,PL,PL3764797878,2024-03-15,crm
7534,Global Distribution Sp. z o.o.,PT,PT900115718,2025-05-25,import_fournisseur
7535,Vertex Trading BV,LU,LU95094569,2025-07-08,import_fournisseur
7536,Granit Logistics SARL,PT,PT594001579,2024-02-20,import_fournisseur
7537,Alpine Transports BV,IT,IT566896834410,2025-03-20,saisie_manuelle
7538,Metallo Distribution BV,LU,LU 4250 0025,2024-12-28,import_fournisseur
7539,Atlantic Industries NV,FI,FI77187088,2025-07-03,import_fournisseur
7540,Delta Logistics BV,FR,  FR49198369636 ,2025-08-02,import_fournisseur
7541,Papyrus Industries BV,BE,be0889006483,2025-06-14,crm
7542,Vela Logistics SpA,SE,SE-435187627301,2025-03-07,saisie_manuelle
7543,Meridian Technologies AB,BE,BE0M49557089,2024-02-15,portail_client
7544,Azur Technologies GmbH,BE,BE1267701611,2024-07-07,reprise_erp
7545,Global Logistics Oy,DK,DK87927059,2024-04-15,crm
7546,Granit Industries NV,IT,IT.53680520532,2024-01-06,saisie_manuelle
7547,Fabrica Technologies GmbH,BE,BE 1769 956921,2024-07-13,import_fournisseur
7548,Prima Materials Sp. z o.o.,LU,  LU32598264 ,2025-09-09,portail_client
7549,Solaris Distribution A/S,PT,PT 7753 7660,2024-12-31,reprise_erp
7550,Vela Consulting AB,FR,FR93653758202,2024-07-05,import_fournisseur
7551,Kappa Services AB,PL,PL6838200015,2025-08-13,crm
7552,Orion Logistics BV,PL,PL8027205592,2024-12-31,import_fournisseur
7553,Kappa Transports AB,NL,  NL337703371B32 ,2025-07-26,portail_client
7554,Cobalt Transports A/S,LU,lu67405457,2024-12-27,portail_client
7555,Prima Industries Lda,PL,PL1030315401,2025-07-16,saisie_manuelle
7556,Fabrica Consulting SpA,DK,DK50549151,2024-09-08,portail_client
7557,Meridian Materials Oy,PT,PT365913367,2024-09-15,import_fournisseur
7558,Corvus Services A/S,LU,LU48813963,2024-02-01,reprise_erp
7559,Global Foods SA,SE,SE091710K38301,2024-05-18,saisie_manuelle
7560,Alpine Materials GmbH,DK,,2024-05-26,import_fournisseur
7561,Azur Consulting Lda,BE,BE1860463166,2025-08-21,saisie_manuelle
7562,Granit Distribution Oy,PL,PL7019406977,2024-08-18,reprise_erp
7563,Textil Technologies Oy,SE,SE88347342230O,2024-04-07,import_fournisseur
7564,Kappa Foods SpA,DK,30475011,2025-05-07,saisie_manuelle
7565,Global Materials NV,LU,LU17587915,2024-04-16,portail_client
7566,Corvus Distribution Sp. z o.o.,IT,IT68670574588,2025-03-19,reprise_erp
7567,Cobalt Technologies A/S,DK,dk78386355,2024-03-19,portail_client
7568,Orion Materials Lda,FI,FI60760820,2025-04-22,reprise_erp
7569,Batavia Trading AB,UK,UK89945968,2024-10-01,reprise_erp
7570,Kappa Consulting Oy,BE,BE1647864110,2024-05-17,saisie_manuelle
7571,Lusitania Consulting A/S,SE,SE949675164601,2024-03-20,portail_client
7572,Global Trading SARL,GB,GB371338736701,2024-09-07,reprise_erp
7573,Lumen Services NV,FI,FI56238464,2024-09-19,import_fournisseur
7574,Vertex Distribution BV,DK,DK07411200,2024-11-17,portail_client
7575,Cobalt Consulting SA,BE,BE0293226644,2025-06-17,saisie_manuelle
7576,Atlantic Distribution Oy,IT,IT38879851574,2025-04-05,saisie_manuelle
7577,Nord Logistics GmbH,DK,DK878276G1,2025-04-22,import_fournisseur
7578,Ardent Services SARL,FI,FI72541796,2024-01-16,reprise_erp
7579,Baltic Services AB,FI,FI12225821,2024-06-09,saisie_manuelle
7580,Metallo Technologies SA,LU,LU24911706,2024-05-25,portail_client
7581,Hanse Consulting SA,SE,SE370633672801,2025-04-11,portail_client
7582,Solaris Transports NV,PT,PT.369152603,2024-06-01,crm
7583,Kappa Consulting Sp. z o.o.,BE,BE0922183651,2025-04-08,reprise_erp
7584,Fabrica Industries AB,PT,PT349256977,2024-05-01,portail_client
7585,Ardent Technologies SA,NL,  NL363463689B15 ,2024-07-27,saisie_manuelle
7586,Prima Consulting Oy,SE,  SE402991695601 ,2025-07-18,crm
7587,Alpine Industries AB,PL,PL69H2393757,2025-03-04,crm
7588,Solaris Services GmbH,SE,SE998483182201,2024-04-14,crm
7589,Azur Distribution GmbH,NL,NL377467967B69,2025-02-02,reprise_erp
7590,Global Consulting GmbH,LU,LU41185148,2025-06-25,reprise_erp
7591,Meridian Distribution SA,IT,30289712470,2025-09-24,portail_client
7592,Corvus Industries SARL,PL,7303967928,2025-06-16,saisie_manuelle
7593,Nord Technologies Oy,FI,FI10092359,2025-02-28,saisie_manuelle
7594,Baltic Consulting Oy,BE,  BE1786764546 ,2025-06-22,saisie_manuelle
7595,Baltic Distribution SARL,FI,FI34441621,2025-05-04,import_fournisseur
7596,Prima Trading Oy,NL,NL727942385B52,2024-04-25,saisie_manuelle
7597,Prima Industries BV,LU,LU50550877,2025-08-15,saisie_manuelle
7598,Nord Consulting SpA,NL,nl893567796b69,2025-06-02,import_fournisseur
7599,Alpine Services GmbH,ZZ,ZZ03228423454,2025-06-12,import_fournisseur
7600,Corvus Foods SARL,SE,  SE299956099401 ,2025-08-19,portail_client
7601,Nord Industries SA,PT,PT755024877,2025-02-02,crm
7602,Meridian Consulting SARL,PT,PT567803087,2024-03-10,crm
7603,Global Trading Oy,LU,LU26314258,2024-05-18,crm
7604,Kappa Technologies BV,QQ,QQ51948394,2024-04-04,reprise_erp
7605,Baltic Consulting NV,FI,FI07310068,2024-09-08,portail_client
7606,Textil Industries AB,PL,PL3130346980,2024-03-28,crm
7607,Orion Trading SARL,BE,BE180007354,2025-08-19,portail_client
7608,Delta Technologies BV,FR,FR38283991112,2024-09-03,portail_client
7609,Verso Materials NV,PL,PL9257722783,2024-08-05,portail_client
7610,Global Distribution SpA,PT,PT837889456,2024-11-02,saisie_manuelle
7611,Vertex Industries SARL,IT,IT8822418848,2024-11-19,saisie_manuelle
7612,Baltic Materials GmbH,FI,81210156,2025-08-08,reprise_erp
7613,Atlantic Logistics SA,LU,LU26419846,2024-02-11,saisie_manuelle
7614,Ardent Transports Lda,LU,LU58125585,2025-07-18,import_fournisseur
7615,Hanse Services BV,IT,IT439051216K6,2024-05-08,crm
7616,Vertex Trading SA,NL,NL829888287B83,2025-06-28,crm
7617,Kappa Materials A/S,LU,LU79805076,2025-09-21,portail_client
7618,Textil Consulting GmbH,PL,PL3420944011,2024-11-09,crm
7619,Vertex Foods Oy,SE,SE209255739201,2025-08-10,import_fournisseur
7620,Batavia Trading Sp. z o.o.,IT,IT05542949169,2025-01-27,import_fournisseur
7621,Metallo Foods SpA,BE,BE1611493167,2024-11-09,saisie_manuelle
7622,Papyrus Trading AB,DK,DK69380468,2025-07-26,crm
7623,Ardent Foods NV,SE,SE468856777701,2024-07-25,crm
7624,Global Distribution BV,PL,PL60347837220,2024-02-16,crm
7625,Vela Consulting Sp. z o.o.,FR,FR46430491J05,2024-01-07,import_fournisseur
7626,Lusitania Consulting SARL,PL,PL5904205079,2024-07-10,import_fournisseur
7627,Kappa Transports GmbH,FI,FI64524815,2024-02-06,import_fournisseur
7628,Orion Foods SARL,PL,PL3611432397,2025-08-16,saisie_manuelle
7629,Batavia Services SpA,NL,NL301648633B36,2025-06-24,import_fournisseur
7630,Baltic Distribution Lda,FI,  FI14459824 ,2025-01-15,reprise_erp
7631,Prima Consulting SpA,PT,PT363140794,2024-03-19,reprise_erp
7632,Kappa Distribution GmbH,FR,FR314979400656,2025-05-13,reprise_erp
